ダウンロードした時刻：2026/02/28 23:58:28

,白石,白石,白石,白石,白石,白石,白石,白石,白石
年月日,平均気温(℃),平均気温(℃),平均気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最低気温(℃),最低気温(℃),最低気温(℃)
,,,,,,,,,
,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号
1992/5/4,11.9,8,1,14.8,8,1,7.6,8,1
1992/5/5,10.6,8,1,14.0,8,1,7.6,8,1
1992/5/6,7.9,8,1,12.3,8,1,3.6,8,1
1992/5/7,8.6,8,1,11.7,8,1,6.0,8,1
1992/5/8,16.6,8,1,19.9,8,1,9.3,8,1
1992/5/9,20.1,8,1,26.2,8,1,16.1,8,1
1992/5/10,13.2,8,1,17.2,8,1,5.3,8,1
1992/5/11,10.5,8,1,17.4,8,1,3.6,8,1
1992/5/12,9.7,8,1,16.3,8,1,2.2,8,1
1992/5/13,12.3,8,1,17.2,8,1,6.5,8,1
1992/5/14,16.4,8,1,22.4,8,1,12.5,8,1
1992/5/15,16.1,8,1,20.4,8,1,12.0,8,1
1992/5/16,11.5,8,1,13.1,8,1,10.6,8,1
1992/5/17,13.0,8,1,19.3,8,1,10.4,8,1
1992/5/18,11.3,8,1,12.3,8,1,10.1,8,1
1992/5/19,15.8,8,1,21.6,8,1,10.1,8,1
1992/5/20,16.3,8,1,21.3,8,1,10.3,8,1
1992/5/21,17.0,8,1,23.4,8,1,11.8,8,1
1992/5/22,15.1,8,1,20.3,8,1,11.6,8,1
1992/5/23,14.3,8,1,19.6,8,1,11.3,8,1
1992/5/24,12.1,8,1,13.1,8,1,10.8,8,1
1992/5/25,13.3,8,1,17.7,8,1,10.2,8,1
1992/5/26,12.8,8,1,18.4,8,1,8.6,8,1
1992/5/27,13.1,8,1,18.3,8,1,8.0,8,1
1992/5/28,13.1,8,1,15.5,8,1,10.4,8,1
1992/5/29,14.7,8,1,20.0,8,1,10.4,8,1
1992/5/30,13.8,8,1,18.7,8,1,9.1,8,1
1992/5/31,12.4,8,1,14.0,8,1,11.5,8,1
1992/6/1,14.4,8,1,19.1,8,1,10.7,8,1
1992/6/2,17.8,8,1,24.0,8,1,10.1,8,1
1992/6/3,17.9,8,1,23.5,8,1,12.6,8,1
1992/6/4,18.1,8,1,23.3,8,1,12.9,8,1
1992/6/5,17.6,8,1,19.8,8,1,15.8,8,1
1992/6/6,18.6,8,1,23.9,8,1,14.9,8,1
1992/6/7,16.2,8,1,17.9,8,1,15.0,8,1
1992/6/8,18.3,8,1,20.0,8,1,16.9,8,1
1992/6/9,19.5,8,1,24.9,8,1,14.5,8,1
1992/6/10,14.9,8,1,16.5,8,1,13.9,8,1
1992/6/11,16.6,8,1,19.7,8,1,14.2,8,1
1992/6/12,19.1,8,1,23.4,8,1,14.6,8,1
1992/6/13,19.3,8,1,23.8,8,1,14.0,8,1
1992/6/14,19.3,8,1,25.0,8,1,14.3,8,1
1992/6/15,19.2,8,1,24.3,8,1,13.9,8,1
1992/6/16,18.2,8,1,23.8,8,1,12.4,8,1
1992/6/17,17.4,8,1,20.2,8,1,15.9,8,1
1992/6/18,16.9,8,1,18.6,8,1,15.1,8,1
1992/6/19,14.9,8,1,15.5,8,1,14.2,8,1
1992/6/20,15.9,8,1,17.3,8,1,15.0,8,1
1992/6/21,15.1,8,1,16.3,8,1,13.9,8,1
1992/6/22,15.2,8,1,19.0,8,1,12.7,8,1
1992/6/23,16.4,8,1,20.4,8,1,11.2,8,1
1992/6/24,14.0,8,1,15.9,8,1,11.6,8,1
1992/6/25,15.3,8,1,20.7,8,1,11.3,8,1
1992/6/26,17.0,8,1,23.5,8,1,10.8,8,1
1992/6/27,17.5,8,1,24.3,8,1,10.6,8,1
1992/6/28,17.4,8,1,23.1,8,1,10.9,8,1
1992/6/29,21.1,8,1,28.6,8,1,14.5,8,1
1992/6/30,18.8,8,1,24.7,8,1,15.1,8,1
1992/7/1,19.7,8,1,24.2,8,1,15.5,8,1
1992/7/2,20.2,8,1,25.4,8,1,14.9,8,1
1992/7/3,20.7,8,1,24.3,8,1,17.2,8,1
1992/7/4,23.9,8,1,29.3,8,1,18.2,8,1
1992/7/5,21.4,8,1,27.0,8,1,17.2,8,1
1992/7/6,20.9,8,1,24.9,8,1,17.9,8,1
1992/7/7,20.5,8,1,23.5,8,1,18.3,8,1
1992/7/8,20.2,8,1,25.6,8,1,17.3,8,1
1992/7/9,22.4,8,1,27.3,8,1,17.0,8,1
1992/7/10,22.7,8,1,27.6,8,1,16.7,8,1
1992/7/11,18.4,8,1,21.2,8,1,15.2,8,1
1992/7/12,18.3,8,1,19.7,8,1,17.3,8,1
1992/7/13,18.3,8,1,19.5,8,1,17.2,8,1
1992/7/14,18.3,8,1,19.4,8,1,17.5,8,1
1992/7/15,19.0,8,1,20.7,8,1,17.9,8,1
1992/7/16,18.9,8,1,20.7,8,1,17.7,8,1
1992/7/17,19.5,8,1,22.4,8,1,17.9,8,1
1992/7/18,20.2,8,1,22.7,8,1,18.3,8,1
1992/7/19,24.6,8,1,27.7,8,1,19.6,8,1
1992/7/20,22.9,8,1,29.3,8,1,17.3,8,1
1992/7/21,23.3,8,1,27.4,8,1,18.1,8,1
1992/7/22,26.3,8,1,29.1,8,1,22.9,8,1
1992/7/23,27.5,8,1,31.4,8,1,22.1,8,1
1992/7/24,25.8,8,1,30.4,8,1,20.1,8,1
1992/7/25,22.5,8,1,28.0,8,1,17.4,8,1
1992/7/26,24.3,8,1,31.1,8,1,18.5,8,1
1992/7/27,26.5,8,1,31.7,8,1,21.7,8,1
1992/7/28,26.0,8,1,28.5,8,1,21.6,8,1
1992/7/29,26.6,8,1,31.8,8,1,22.9,8,1
1992/7/30,28.6,8,1,33.9,8,1,23.9,8,1
1992/7/31,27.3,8,1,33.0,8,1,22.2,8,1
1992/8/1,22.0,8,1,24.6,8,1,17.7,8,1
1992/8/2,19.2,8,1,21.5,8,1,17.4,8,1
1992/8/3,18.1,8,1,19.2,8,1,17.2,8,1
1992/8/4,17.5,8,1,18.6,8,1,16.7,8,1
1992/8/5,21.1,8,1,27.9,8,1,15.7,8,1
1992/8/6,25.2,8,1,31.5,8,1,19.5,8,1
1992/8/7,25.9,8,1,32.3,8,1,22.0,8,1
1992/8/8,26.2,8,1,31.0,8,1,21.9,8,1
1992/8/9,24.3,8,1,27.1,8,1,22.5,8,1
1992/8/10,23.3,8,1,28.8,8,1,18.7,8,1
1992/8/11,20.2,8,1,22.0,8,1,17.6,8,1
1992/8/12,20.2,8,1,21.8,8,1,19.4,8,1
1992/8/13,22.8,8,1,26.5,8,1,19.6,8,1
1992/8/14,25.1,8,1,30.2,8,1,21.4,8,1
1992/8/15,26.9,8,1,32.1,8,1,23.5,8,1
1992/8/16,25.9,8,1,32.1,8,1,22.4,8,1
1992/8/17,24.5,8,1,29.7,8,1,21.2,8,1
1992/8/18,24.3,8,1,28.8,8,1,20.2,8,1
1992/8/19,23.2,8,1,27.4,8,1,19.6,8,1
1992/8/20,24.1,8,1,28.7,8,1,21.7,8,1
1992/8/21,20.9,8,1,21.8,8,1,19.6,8,1
1992/8/22,21.8,8,1,24.9,8,1,19.9,8,1
1992/8/23,24.5,8,1,29.1,8,1,21.0,8,1
1992/8/24,26.5,8,1,32.8,8,1,21.8,8,1
1992/8/25,26.9,8,1,32.2,8,1,22.7,8,1
1992/8/26,24.4,8,1,27.2,8,1,22.7,8,1
1992/8/27,22.6,8,1,23.5,8,1,21.9,8,1
1992/8/28,26.1,8,1,32.6,8,1,21.0,8,1
1992/8/29,21.9,8,1,23.2,8,1,21.0,8,1
1992/8/30,22.8,8,1,25.3,8,1,21.0,8,1
1992/8/31,24.5,8,1,28.8,8,1,20.7,8,1
1992/9/1,25.7,8,1,32.0,8,1,21.5,8,1
1992/9/2,25.9,8,1,28.9,8,1,22.6,8,1
1992/9/3,27.0,8,1,31.2,8,1,21.9,8,1
1992/9/4,25.2,8,1,30.8,8,1,21.5,8,1
1992/9/5,22.2,8,1,24.7,8,1,17.4,8,1
1992/9/6,16.7,8,1,17.6,8,1,16.1,8,1
1992/9/7,17.4,8,1,19.7,8,1,15.4,8,1
1992/9/8,19.5,8,1,23.8,8,1,15.1,8,1
1992/9/9,21.3,8,1,27.5,8,1,17.9,8,1
1992/9/10,19.2,8,1,20.8,8,1,16.4,8,1
1992/9/11,20.3,8,1,25.6,8,1,17.8,8,1
1992/9/12,18.1,8,1,23.0,8,1,13.2,8,1
1992/9/13,17.7,8,1,23.2,8,1,13.6,8,1
1992/9/14,17.5,8,1,21.7,8,1,12.7,8,1
1992/9/15,18.4,8,1,21.6,8,1,16.4,8,1
1992/9/16,20.3,8,1,24.8,8,1,17.5,8,1
1992/9/17,19.9,8,1,26.5,8,1,13.8,8,1
1992/9/18,15.9,8,1,19.9,8,1,11.6,8,1
1992/9/19,18.3,8,1,25.5,8,1,14.7,8,1
1992/9/20,15.4,8,1,20.6,8,1,10.4,8,1
1992/9/21,14.0,8,1,20.1,8,1,7.8,8,1
1992/9/22,14.6,8,1,21.7,8,1,8.7,8,1
1992/9/23,17.1,8,1,26.4,8,1,8.3,8,1
1992/9/24,21.7,8,1,27.2,8,1,16.4,8,1
1992/9/25,22.0,8,1,24.8,8,1,19.8,8,1
1992/9/26,19.0,8,1,23.5,8,1,12.5,8,1
1992/9/27,13.3,8,1,18.4,8,1,9.1,8,1
1992/9/28,12.3,8,1,17.4,8,1,7.9,8,1
1992/9/29,13.7,8,1,16.5,8,1,10.3,8,1
1992/9/30,17.6,8,1,23.2,8,1,14.1,8,1
1992/10/1,17.4,8,1,22.9,8,1,12.6,8,1
1992/10/2,16.9,8,1,19.7,8,1,14.4,8,1
1992/10/3,18.2,8,1,23.2,8,1,14.8,8,1
1992/10/4,18.1,8,1,23.8,8,1,14.7,8,1
1992/10/5,12.5,4,1,14.1,4,1,11.6,4,1
1992/10/6,,0,1,,0,1,,0,1
1992/10/7,,0,1,,0,1,,0,1
1992/10/8,14.4,4,1,16.1,4,1,13.4,4,1
1992/10/9,15.4,8,1,17.6,8,1,13.0,8,1
1992/10/10,15.9,8,1,20.1,8,1,8.8,8,1
1992/10/11,12.6,8,1,18.4,8,1,7.0,8,1
1992/10/12,13.4,8,1,14.8,8,1,11.2,8,1
1992/10/13,15.5,8,1,17.8,8,1,13.4,8,1
1992/10/14,15.4,8,1,16.9,8,1,13.9,8,1
1992/10/15,14.5,8,1,14.9,8,1,14.1,8,1
1992/10/16,14.2,8,1,19.7,8,1,9.7,8,1
1992/10/17,12.5,8,1,19.2,8,1,7.7,8,1
1992/10/18,12.6,8,1,17.9,8,1,7.0,8,1
1992/10/19,13.5,8,1,15.1,8,1,12.1,8,1
1992/10/20,12.7,8,1,13.7,8,1,11.3,8,1
1992/10/21,11.8,8,1,16.9,8,1,5.6,8,1
1992/10/22,10.5,8,1,18.2,8,1,4.2,8,1
1992/10/23,13.2,8,1,20.0,8,1,7.2,8,1
1992/10/24,14.2,8,1,18.2,8,1,11.3,8,1
1992/10/25,13.4,8,1,18.6,8,1,9.9,8,1
1992/10/26,12.7,8,1,17.3,8,1,8.5,8,1
1992/10/27,13.0,8,1,16.3,8,1,7.9,8,1
1992/10/28,13.9,8,1,19.7,8,1,8.9,8,1
1992/10/29,12.3,8,1,17.7,8,1,5.3,8,1
1992/10/30,14.5,8,1,19.6,8,1,11.7,8,1
1992/10/31,14.3,8,1,17.6,8,1,11.6,8,1
1992/11/1,10.2,8,1,14.0,8,1,6.5,8,1
1992/11/2,7.0,8,1,11.3,8,1,1.5,8,1
1992/11/3,8.5,8,1,15.3,8,1,0.4,8,1
1992/11/4,11.3,8,1,16.4,8,1,4.1,8,1
1992/11/5,8.1,8,1,14.6,8,1,2.6,8,1
1992/11/6,11.8,8,1,17.9,8,1,6.9,8,1
1992/11/7,12.0,8,1,13.9,8,1,10.4,8,1
1992/11/8,9.2,8,1,10.7,8,1,7.4,8,1
1992/11/9,9.7,8,1,13.0,8,1,7.1,8,1
1992/11/10,12.0,8,1,15.1,8,1,9.7,8,1
1992/11/11,9.8,8,1,13.5,8,1,4.5,8,1
1992/11/12,9.4,8,1,16.7,8,1,2.4,8,1
1992/11/13,11.5,8,1,15.3,8,1,8.2,8,1
1992/11/14,11.0,8,1,16.6,8,1,6.3,8,1
1992/11/15,10.2,8,1,18.0,8,1,4.3,8,1
1992/11/16,10.1,8,1,15.3,8,1,2.6,8,1
1992/11/17,6.6,8,1,13.0,8,1,1.6,8,1
1992/11/18,8.5,8,1,14.0,8,1,3.8,8,1
1992/11/19,9.1,8,1,14.5,8,1,2.9,8,1
1992/11/20,14.9,8,1,18.0,8,1,9.3,8,1
1992/11/21,5.8,8,1,9.3,8,1,-0.2,8,1
1992/11/22,3.8,8,1,10.6,8,1,-2.1,8,1
1992/11/23,9.1,8,1,15.7,8,1,2.3,8,1
1992/11/24,9.4,8,1,15.8,8,1,5.5,8,1
1992/11/25,7.9,8,1,14.1,8,1,3.9,8,1
1992/11/26,6.0,8,1,10.4,8,1,0.7,8,1
1992/11/27,1.4,8,1,4.6,8,1,-1.5,8,1
1992/11/28,2.9,8,1,9.7,8,1,-2.8,8,1
1992/11/29,9.8,8,1,15.3,8,1,1.7,8,1
1992/11/30,5.9,8,1,11.8,8,1,1.7,8,1
1992/12/1,6.6,8,1,11.3,8,1,1.2,8,1
1992/12/2,8.3,8,1,11.0,8,1,6.0,8,1
1992/12/3,4.2,8,1,9.2,8,1,-1.2,8,1
1992/12/4,2.4,8,1,7.3,8,1,-1.9,8,1
1992/12/5,2.2,8,1,8.4,8,1,-1.6,8,1
1992/12/6,1.2,8,1,7.7,8,1,-3.8,8,1
1992/12/7,7.3,8,1,14.6,8,1,-0.4,8,1
1992/12/8,14.0,8,1,16.2,8,1,10.6,8,1
1992/12/9,9.1,8,1,13.5,8,1,4.7,8,1
1992/12/10,8.9,8,1,13.9,8,1,3.2,8,1
1992/12/11,6.3,8,1,11.1,8,1,1.3,8,1
1992/12/12,3.1,8,1,5.9,8,1,0.7,8,1
1992/12/13,5.8,8,1,9.8,8,1,1.3,8,1
1992/12/14,2.6,8,1,6.1,8,1,0.3,8,1
1992/12/15,1.3,8,1,3.5,8,1,-0.6,8,1
1992/12/16,3.0,8,1,6.8,8,1,-0.7,8,1
1992/12/17,3.2,8,1,6.6,8,1,-0.1,8,1
1992/12/18,1.7,8,1,4.1,8,1,-0.3,8,1
1992/12/19,0.9,8,1,5.1,8,1,-2.4,8,1
1992/12/20,3.4,8,1,9.0,8,1,-3.3,8,1
1992/12/21,4.0,8,1,7.9,8,1,0.9,8,1
1992/12/22,6.6,8,1,12.3,8,1,1.2,8,1
1992/12/23,4.7,8,1,9.1,8,1,-0.8,8,1
1992/12/24,-1.3,8,1,-0.6,8,1,-2.3,8,1
1992/12/25,1.5,8,1,3.0,8,1,-0.9,8,1
1992/12/26,3.6,8,1,6.0,8,1,0.6,8,1
1992/12/27,8.0,8,1,9.5,8,1,4.7,8,1
1992/12/28,6.9,8,1,8.8,8,1,3.8,8,1
1992/12/29,3.3,8,1,7.3,8,1,0.9,8,1
1992/12/30,3.9,8,1,8.4,8,1,0.6,8,1
1992/12/31,2.8,8,1,5.5,8,1,1.2,8,1
1993/1/1,2.5,8,1,6.1,8,1,-2.9,8,1
1993/1/2,1.8,8,1,8.2,8,1,-4.0,8,1
1993/1/3,7.6,8,1,12.8,8,1,2.9,8,1
1993/1/4,2.7,8,1,5.7,8,1,-0.7,8,1
1993/1/5,1.7,8,1,3.7,8,1,0.1,8,1
1993/1/6,2.5,8,1,5.6,8,1,-0.5,8,1
1993/1/7,2.9,8,1,6.7,8,1,-0.4,8,1
1993/1/8,4.4,8,1,7.0,8,1,0.5,8,1
1993/1/9,1.3,8,1,4.9,8,1,-2.5,8,1
1993/1/10,3.7,8,1,10.1,8,1,-0.9,8,1
1993/1/11,2.5,8,1,6.4,8,1,-1.6,8,1
1993/1/12,2.8,8,1,5.3,8,1,0.4,8,1
1993/1/13,2.1,8,1,5.4,8,1,-2.0,8,1
1993/1/14,1.1,8,1,3.7,8,1,0.0,8,1
1993/1/15,0.3,8,1,0.8,8,1,0.0,8,1
1993/1/16,1.5,8,1,2.8,8,1,0.1,8,1
1993/1/17,2.8,8,1,5.4,8,1,0.1,8,1
1993/1/18,1.2,8,1,5.6,8,1,-2.0,8,1
1993/1/19,1.8,8,1,4.7,8,1,-2.1,8,1
1993/1/20,1.1,8,1,4.6,8,1,-1.8,8,1
1993/1/21,0.6,8,1,3.9,8,1,-1.6,8,1
1993/1/22,0.7,8,1,4.3,8,1,-2.2,8,1
1993/1/23,-0.5,8,1,4.9,8,1,-4.6,8,1
1993/1/24,1.5,8,1,6.4,8,1,-2.8,8,1
1993/1/25,3.0,8,1,4.3,8,1,0.3,8,1
1993/1/26,2.7,8,1,5.0,8,1,0.0,8,1
1993/1/27,3.3,8,1,8.4,8,1,-1.6,8,1
1993/1/28,1.8,8,1,4.5,8,1,-2.1,8,1
1993/1/29,0.7,8,1,2.5,8,1,-1.4,8,1
1993/1/30,2.8,8,1,5.2,8,1,1.0,8,1
1993/1/31,2.9,8,1,5.4,8,1,0.9,8,1
1993/2/1,1.1,8,1,5.4,8,1,-1.3,8,1
1993/2/2,1.5,8,1,5.1,8,1,-0.9,8,1
1993/2/3,4.1,8,1,6.0,8,1,-0.1,8,1
1993/2/4,4.3,8,1,6.9,8,1,1.6,8,1
1993/2/5,3.5,8,1,7.9,8,1,-0.2,8,1
1993/2/6,14.1,8,1,17.6,8,1,3.1,8,1
1993/2/7,12.3,8,1,18.4,8,1,4.8,8,1
1993/2/8,-0.3,8,1,4.3,8,1,-2.0,8,1
1993/2/9,0.8,8,1,3.2,8,1,-1.0,8,1
1993/2/10,1.8,8,1,5.0,8,1,-2.1,8,1
1993/2/11,1.9,8,1,7.8,8,1,-4.0,8,1
1993/2/12,1.9,8,1,4.4,8,1,-1.3,8,1
1993/2/13,1.4,8,1,5.1,8,1,-0.9,8,1
1993/2/14,0.1,8,1,2.2,8,1,-1.5,8,1
1993/2/15,2.6,8,1,7.3,8,1,-3.8,8,1
1993/2/16,5.5,8,1,10.1,8,1,1.3,8,1
1993/2/17,2.7,8,1,5.7,8,1,0.1,8,1
1993/2/18,1.6,8,1,2.3,8,1,0.0,8,1
1993/2/19,2.0,8,1,5.1,8,1,-0.7,8,1
1993/2/20,1.1,8,1,4.4,8,1,-2.1,8,1
1993/2/21,1.2,8,1,4.9,8,1,-2.0,8,1
1993/2/22,4.2,8,1,10.3,8,1,0.3,8,1
1993/2/23,2.4,8,1,6.7,8,1,0.2,8,1
1993/2/24,2.4,8,1,4.5,8,1,0.9,8,1
1993/2/25,1.5,8,1,4.3,8,1,0.0,8,1
1993/2/26,2.1,8,1,5.7,8,1,-1.9,8,1
1993/2/27,3.3,8,1,9.6,8,1,-1.3,8,1
1993/2/28,4.3,8,1,9.1,8,1,1.0,8,1
1993/3/1,2.1,8,1,5.3,8,1,-1.6,8,1
1993/3/2,1.0,8,1,3.6,8,1,-2.2,8,1
1993/3/3,3.3,8,1,5.8,8,1,0.4,8,1
1993/3/4,5.6,8,1,10.8,8,1,-0.2,8,1
1993/3/5,5.8,8,1,14.0,8,1,-2.3,8,1
1993/3/6,10.0,8,1,12.8,8,1,3.5,8,1
1993/3/7,3.1,8,1,6.2,8,1,0.0,8,1
1993/3/8,-0.6,8,1,0.7,8,1,-4.4,8,1
1993/3/9,-1.0,8,1,4.0,8,1,-6.4,8,1
1993/3/10,2.1,8,1,5.8,8,1,-1.4,8,1
1993/3/11,2.8,8,1,7.4,8,1,-0.8,8,1
1993/3/12,2.1,8,1,5.4,8,1,-1.0,8,1
1993/3/13,2.2,8,1,4.8,8,1,-0.6,8,1
1993/3/14,2.7,8,1,5.6,8,1,0.8,8,1
1993/3/15,3.1,8,1,9.7,8,1,-3.7,8,1
1993/3/16,0.9,8,1,3.4,8,1,-0.9,8,1
1993/3/17,3.4,8,1,6.9,8,1,0.0,8,1
1993/3/18,3.2,8,1,7.3,8,1,-1.1,8,1
1993/3/19,1.7,8,1,6.8,8,1,-2.9,8,1
1993/3/20,2.2,8,1,8.1,8,1,-3.0,8,1
1993/3/21,2.7,8,1,9.7,8,1,-3.9,8,1
1993/3/22,6.0,8,1,11.3,8,1,-1.5,8,1
1993/3/23,8.0,8,1,15.3,8,1,1.6,8,1
1993/3/24,7.9,8,1,16.9,8,1,0.2,8,1
1993/3/25,8.7,8,1,12.8,8,1,6.0,8,1
1993/3/26,9.0,8,1,14.6,8,1,4.2,8,1
1993/3/27,7.9,8,1,12.4,8,1,3.7,8,1
1993/3/28,4.3,8,1,6.3,8,1,2.9,8,1
1993/3/29,1.0,8,1,3.1,8,1,-0.1,8,1
1993/3/30,3.3,8,1,9.1,8,1,-1.6,8,1
1993/3/31,8.9,8,1,15.4,8,1,0.9,8,1
1993/4/1,10.5,8,1,14.1,8,1,8.3,8,1
1993/4/2,9.5,8,1,12.5,8,1,4.7,8,1
1993/4/3,9.0,8,1,16.1,8,1,4.7,8,1
1993/4/4,7.2,8,1,12.9,8,1,4.2,8,1
1993/4/5,6.4,8,1,10.9,8,1,2.3,8,1
1993/4/6,6.0,8,1,8.8,8,1,2.3,8,1
1993/4/7,7.0,8,1,12.5,8,1,1.8,8,1
1993/4/8,5.8,8,1,9.1,8,1,1.0,8,1
1993/4/9,5.2,8,1,10.2,8,1,0.2,8,1
1993/4/10,5.0,8,1,8.4,8,1,0.6,8,1
1993/4/11,5.5,8,1,11.3,8,1,-0.1,8,1
1993/4/12,5.7,8,1,11.3,8,1,0.7,8,1
1993/4/13,6.6,8,1,12.8,8,1,-1.6,8,1
1993/4/14,7.9,8,1,13.0,8,1,1.3,8,1
1993/4/15,11.0,8,1,16.6,8,1,3.1,8,1
1993/4/16,13.8,8,1,20.3,8,1,6.3,8,1
1993/4/17,13.9,8,1,20.4,8,1,7.1,8,1
1993/4/18,13.5,8,1,19.0,8,1,6.8,8,1
1993/4/19,8.9,8,1,15.1,8,1,3.7,8,1
1993/4/20,5.7,8,1,10.3,8,1,2.2,8,1
1993/4/21,7.3,8,1,13.2,8,1,3.3,8,1
1993/4/22,13.9,8,1,20.3,8,1,6.5,8,1
1993/4/23,16.9,8,1,23.8,8,1,10.7,8,1
1993/4/24,13.9,8,1,18.0,8,1,9.6,8,1
1993/4/25,11.9,8,1,17.5,8,1,7.0,8,1
1993/4/26,10.2,8,1,16.8,8,1,5.1,8,1
1993/4/27,12.4,8,1,18.3,8,1,4.0,8,1
1993/4/28,9.6,8,1,16.2,8,1,4.1,8,1
1993/4/29,5.8,8,1,6.8,8,1,4.2,8,1
1993/4/30,4.5,8,1,6.3,8,1,2.4,8,1
1993/5/1,6.4,8,1,11.7,8,1,3.2,8,1
1993/5/2,5.9,8,1,8.6,8,1,2.1,8,1
1993/5/3,11.6,8,1,16.6,8,1,7.5,8,1
1993/5/4,9.5,8,1,14.1,8,1,5.4,8,1
1993/5/5,10.1,8,1,14.5,8,1,5.6,8,1
1993/5/6,13.8,8,1,18.5,8,1,8.7,8,1
1993/5/7,13.4,8,1,21.1,8,1,7.3,8,1
1993/5/8,13.0,8,1,18.5,8,1,6.6,8,1
1993/5/9,16.1,8,1,20.9,8,1,10.9,8,1
1993/5/10,12.4,8,1,14.9,8,1,10.1,8,1
1993/5/11,16.2,5,1,19.6,4,1,12.8,4,1
1993/5/12,20.5,8,1,24.9,8,1,14.7,8,1
1993/5/13,18.3,8,1,23.5,8,1,12.8,8,1
1993/5/14,9.7,8,1,12.6,8,1,5.7,8,1
1993/5/15,10.7,5,1,15.0,4,1,5.3,4,1
1993/5/16,12.3,5,1,20.4,4,1,3.5,4,1
1993/5/17,14.0,5,1,18.7,4,1,7.1,4,1
1993/5/18,15.2,5,1,20.9,4,1,12.5,4,1
1993/5/19,16.2,8,1,22.6,8,1,10.6,8,1
1993/5/20,17.0,8,1,23.3,8,1,10.5,8,1
1993/5/21,15.9,8,1,22.8,8,1,8.9,8,1
1993/5/22,15.1,8,1,18.7,8,1,10.8,8,1
1993/5/23,17.4,8,1,22.2,8,1,14.1,8,1
1993/5/24,17.2,8,1,22.2,8,1,9.3,8,1
1993/5/25,20.4,8,1,27.7,8,1,11.6,8,1
1993/5/26,16.5,8,1,19.7,8,1,13.0,8,1
1993/5/27,17.0,8,1,21.2,8,1,10.3,8,1
1993/5/28,15.6,8,1,21.9,8,1,11.3,8,1
1993/5/29,15.0,8,1,20.0,8,1,10.9,8,1
1993/5/30,18.1,8,1,22.2,8,1,15.0,8,1
1993/5/31,17.7,8,1,21.8,8,1,12.2,8,1
1993/6/1,15.6,8,1,21.5,8,1,10.6,8,1
1993/6/2,15.4,8,1,17.8,8,1,12.7,8,1
1993/6/3,16.8,8,1,21.0,8,1,14.4,8,1
1993/6/4,17.4,8,1,21.4,8,1,13.8,8,1
1993/6/5,16.1,8,1,20.5,8,1,12.4,8,1
1993/6/6,13.9,8,1,18.0,8,1,11.9,8,1
1993/6/7,13.8,8,1,16.3,8,1,11.9,8,1
1993/6/8,16.6,8,1,21.4,8,1,12.6,8,1
1993/6/9,18.5,8,1,22.9,8,1,14.7,8,1
1993/6/10,17.5,8,1,22.6,8,1,13.1,8,1
1993/6/11,16.1,8,1,19.1,8,1,13.2,8,1
1993/6/12,16.8,8,1,20.8,8,1,12.3,8,1
1993/6/13,20.0,8,1,23.9,8,1,15.8,8,1
1993/6/14,22.5,8,1,27.7,8,1,19.3,8,1
1993/6/15,19.8,8,1,22.8,8,1,18.3,8,1
1993/6/16,22.7,8,1,25.1,8,1,18.3,8,1
1993/6/17,21.4,8,1,29.5,8,1,15.8,8,1
1993/6/18,16.4,8,1,18.7,8,1,14.5,8,1
1993/6/19,17.2,8,1,18.4,8,1,15.6,8,1
1993/6/20,21.8,8,1,26.9,8,1,17.7,8,1
1993/6/21,21.4,8,1,26.3,8,1,16.8,8,1
1993/6/22,19.3,8,1,24.2,8,1,15.5,8,1
1993/6/23,16.7,8,1,17.3,8,1,16.0,8,1
1993/6/24,15.7,8,1,16.5,8,1,15.0,8,1
1993/6/25,17.4,8,1,19.8,8,1,15.0,8,1
1993/6/26,18.7,8,1,21.5,8,1,16.7,8,1
1993/6/27,20.9,8,1,25.8,8,1,15.1,8,1
1993/6/28,21.2,8,1,26.7,8,1,16.4,8,1
1993/6/29,18.2,8,1,20.7,8,1,15.8,8,1
1993/6/30,15.8,8,1,18.1,8,1,12.8,8,1
1993/7/1,15.9,8,1,19.0,8,1,13.2,8,1
1993/7/2,17.7,8,1,20.3,8,1,15.4,8,1
1993/7/3,17.9,8,1,22.2,8,1,15.6,8,1
1993/7/4,20.5,8,1,26.8,8,1,15.2,8,1
1993/7/5,16.0,8,1,17.9,8,1,14.0,8,1
1993/7/6,17.2,8,1,23.4,8,1,11.9,8,1
1993/7/7,18.3,8,1,22.4,8,1,13.9,8,1
1993/7/8,18.5,8,1,22.8,8,1,15.3,8,1
1993/7/9,17.2,8,1,19.0,8,1,14.6,8,1
1993/7/10,15.9,8,1,17.6,8,1,13.5,8,1
1993/7/11,22.4,8,1,26.7,8,1,17.6,8,1
1993/7/12,21.5,8,1,23.8,8,1,20.3,8,1
1993/7/13,21.1,8,1,24.9,8,1,17.8,8,1
1993/7/14,17.3,8,1,18.2,8,1,16.5,8,1
1993/7/15,17.8,8,1,20.3,8,1,16.5,8,1
1993/7/16,16.8,8,1,18.1,8,1,15.5,8,1
1993/7/17,18.3,8,1,21.5,8,1,16.1,8,1
1993/7/18,17.4,8,1,18.3,8,1,16.0,8,1
1993/7/19,15.6,8,1,16.8,8,1,14.4,8,1
1993/7/20,14.8,8,1,15.9,8,1,13.8,8,1
1993/7/21,14.8,8,1,15.9,8,1,13.8,8,1
