ダウンロードした時刻：2026/02/28 23:58:28

,白石,白石,白石,白石,白石,白石,白石,白石,白石
年月日,平均気温(℃),平均気温(℃),平均気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最低気温(℃),最低気温(℃),最低気温(℃)
,,,,,,,,,
,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号
1995/12/22,3.5,8,1,7.4,8,1,-1.8,8,1
1995/12/23,4.7,8,1,8.5,8,1,-2.0,8,1
1995/12/24,2.2,8,1,8.4,8,1,-2.1,8,1
1995/12/25,-2.0,8,1,0.2,8,1,-4.2,8,1
1995/12/26,-2.0,8,1,0.2,8,1,-5.8,8,1
1995/12/27,-0.5,8,1,2.6,8,1,-3.6,8,1
1995/12/28,-1.2,8,1,4.7,8,1,-6.3,8,1
1995/12/29,2.5,8,1,8.0,8,1,-3.2,8,1
1995/12/30,2.6,8,1,6.2,8,1,-0.2,8,1
1995/12/31,4.1,8,1,7.3,8,1,0.4,8,1
1996/1/1,1.4,8,1,4.8,8,1,-1.2,8,1
1996/1/2,1.1,8,1,5.1,8,1,-3.1,8,1
1996/1/3,1.1,8,1,7.4,8,1,-5.5,8,1
1996/1/4,-0.3,8,1,1.5,8,1,-2.4,8,1
1996/1/5,4.4,8,1,7.2,8,1,1.1,8,1
1996/1/6,3.0,8,1,5.6,8,1,-1.9,8,1
1996/1/7,2.5,8,1,7.2,8,1,-3.0,8,1
1996/1/8,2.6,8,1,9.3,8,1,-4.6,8,1
1996/1/9,-4.1,8,1,-1.6,8,1,-5.3,8,1
1996/1/10,-0.5,8,1,2.4,8,1,-4.3,8,1
1996/1/11,3.4,8,1,4.8,8,1,1.4,8,1
1996/1/12,3.7,8,1,6.1,8,1,0.7,8,1
1996/1/13,2.5,8,1,6.7,8,1,-2.0,8,1
1996/1/14,3.1,8,1,9.3,8,1,-5.3,8,1
1996/1/15,10.0,8,1,14.4,8,1,4.7,8,1
1996/1/16,5.6,8,1,9.2,8,1,1.8,8,1
1996/1/17,1.0,8,1,2.9,8,1,-1.6,8,1
1996/1/18,0.4,8,1,3.6,8,1,-1.2,8,1
1996/1/19,-1.7,8,1,2.3,8,1,-6.5,8,1
1996/1/20,-0.7,8,1,2.1,8,1,-3.7,8,1
1996/1/21,1.2,8,1,5.4,8,1,-2.1,8,1
1996/1/22,0.2,8,1,2.4,8,1,-1.6,8,1
1996/1/23,-0.3,8,1,1.7,8,1,-2.0,8,1
1996/1/24,-2.8,8,1,1.1,8,1,-7.0,8,1
1996/1/25,-2.0,8,1,0.3,8,1,-4.2,8,1
1996/1/26,-2.1,8,1,-0.9,8,1,-4.0,8,1
1996/1/27,0.4,8,1,3.1,8,1,-5.0,8,1
1996/1/28,1.3,8,1,5.5,8,1,-2.2,8,1
1996/1/29,1.5,8,1,6.0,8,1,-2.1,8,1
1996/1/30,-2.5,8,1,0.3,8,1,-6.0,8,1
1996/1/31,-4.7,8,1,-2.9,8,1,-6.1,8,1
1996/2/1,-4.4,8,1,-2.3,8,1,-6.1,8,1
1996/2/2,-5.6,8,1,-4.4,8,1,-7.6,8,1
1996/2/3,-1.0,8,1,0.7,8,1,-4.6,8,1
1996/2/4,0.6,8,1,4.0,8,1,-3.2,8,1
1996/2/5,2.1,8,1,6.8,8,1,-1.1,8,1
1996/2/6,1.1,8,1,3.3,8,1,-0.5,8,1
1996/2/7,1.6,8,1,3.7,8,1,-1.3,8,1
1996/2/8,1.7,8,1,6.5,8,1,-3.1,8,1
1996/2/9,0.3,8,1,4.4,8,1,-2.2,8,1
1996/2/10,-1.3,8,1,0.7,8,1,-2.6,8,1
1996/2/11,0.7,8,1,4.2,8,1,-3.5,8,1
1996/2/12,7.8,8,1,11.0,8,1,2.7,8,1
1996/2/13,10.8,8,1,13.9,8,1,6.6,8,1
1996/2/14,12.5,8,1,17.4,8,1,6.3,8,1
1996/2/15,7.2,8,1,11.7,8,1,1.4,8,1
1996/2/16,-0.2,8,1,3.2,8,1,-2.7,8,1
1996/2/17,-1.1,8,1,3.1,8,1,-5.7,8,1
1996/2/18,-0.4,8,1,2.9,8,1,-3.1,8,1
1996/2/19,-1.2,8,1,2.6,8,1,-4.2,8,1
1996/2/20,-2.0,8,1,2.3,8,1,-5.8,8,1
1996/2/21,-2.6,8,1,1.4,8,1,-7.3,8,1
1996/2/22,-1.3,8,1,3.1,8,1,-6.7,8,1
1996/2/23,0.3,8,1,5.1,8,1,-4.2,8,1
1996/2/24,-1.3,8,1,3.9,8,1,-6.2,8,1
1996/2/25,0.8,8,1,9.1,8,1,-6.4,8,1
1996/2/26,2.7,8,1,6.7,8,1,-0.1,8,1
1996/2/27,2.4,8,1,5.5,8,1,0.5,8,1
1996/2/28,3.5,8,1,6.7,8,1,0.2,8,1
1996/2/29,6.1,8,1,11.2,8,1,-0.3,8,1
1996/3/1,4.9,8,1,7.6,8,1,2.7,8,1
1996/3/2,2.1,8,1,4.1,8,1,-0.4,8,1
1996/3/3,0.7,8,1,3.2,8,1,-2.8,8,1
1996/3/4,0.5,8,1,6.3,8,1,-3.5,8,1
1996/3/5,-1.1,8,1,2.2,8,1,-2.6,8,1
1996/3/6,0.3,8,1,4.4,8,1,-4.9,8,1
1996/3/7,3.2,8,1,7.8,8,1,-2.1,8,1
1996/3/8,0.3,8,1,1.3,8,1,0.0,8,1
1996/3/9,0.4,8,1,0.9,8,1,0.0,8,1
1996/3/10,1.6,8,1,4.9,8,1,-1.8,8,1
1996/3/11,3.0,8,1,9.0,8,1,-3.0,8,1
1996/3/12,0.7,8,1,3.1,8,1,-1.2,8,1
1996/3/13,2.3,8,1,8.7,8,1,-4.1,8,1
1996/3/14,6.0,8,1,12.1,8,1,-1.2,8,1
1996/3/15,5.3,8,1,11.1,8,1,1.3,8,1
1996/3/16,5.6,8,1,9.8,8,1,2.3,8,1
1996/3/17,6.1,8,1,13.6,8,1,1.9,8,1
1996/3/18,5.1,8,1,10.3,8,1,-0.1,8,1
1996/3/19,2.1,8,1,5.6,8,1,-0.7,8,1
1996/3/20,2.6,8,1,8.7,8,1,-1.7,8,1
1996/3/21,4.9,8,1,12.5,8,1,-3.2,8,1
1996/3/22,7.6,8,1,13.9,8,1,5.2,8,1
1996/3/23,3.2,8,1,5.8,8,1,0.3,8,1
1996/3/24,2.9,8,1,7.9,8,1,-2.7,8,1
1996/3/25,6.1,8,1,11.7,8,1,2.2,8,1
1996/3/26,7.2,8,1,10.9,8,1,3.4,8,1
1996/3/27,5.1,8,1,10.3,8,1,-0.2,8,1
1996/3/28,5.5,8,1,11.2,8,1,-0.5,8,1
1996/3/29,4.9,8,1,12.4,8,1,-2.3,8,1
1996/3/30,10.1,8,1,15.4,8,1,1.1,8,1
1996/3/31,12.0,8,1,14.2,8,1,9.0,8,1
1996/4/1,6.7,8,1,9.2,8,1,2.6,8,1
1996/4/2,2.6,8,1,5.9,8,1,-0.1,8,1
1996/4/3,2.9,8,1,6.1,8,1,0.7,8,1
1996/4/4,3.7,8,1,8.7,8,1,-0.6,8,1
1996/4/5,3.9,8,1,7.5,8,1,-1.6,8,1
1996/4/6,5.9,8,1,11.4,8,1,1.7,8,1
1996/4/7,6.1,8,1,11.2,8,1,-0.6,8,1
1996/4/8,7.3,8,1,11.6,8,1,1.8,8,1
1996/4/9,6.0,8,1,12.3,8,1,0.1,8,1
1996/4/10,6.8,8,1,11.7,8,1,1.3,8,1
1996/4/11,4.6,8,1,8.9,8,1,-0.3,8,1
1996/4/12,2.6,8,1,6.6,8,1,-1.6,8,1
1996/4/13,4.4,8,1,7.9,8,1,0.1,8,1
1996/4/14,8.0,8,1,13.5,8,1,2.9,8,1
1996/4/15,11.8,8,1,18.3,8,1,6.0,8,1
1996/4/16,6.3,8,1,7.9,8,1,3.8,8,1
1996/4/17,8.7,8,1,14.0,8,1,5.2,8,1
1996/4/18,7.0,8,1,11.3,8,1,4.7,8,1
1996/4/19,8.5,8,1,12.0,8,1,5.4,8,1
1996/4/20,5.3,8,1,7.3,8,1,3.6,8,1
1996/4/21,5.1,8,1,9.5,8,1,0.0,8,1
1996/4/22,5.3,8,1,11.4,8,1,-1.0,8,1
1996/4/23,12.0,8,1,19.8,8,1,1.6,8,1
1996/4/24,15.7,8,1,24.5,8,1,6.0,8,1
1996/4/25,15.2,8,1,24.1,8,1,8.2,8,1
1996/4/26,12.1,8,1,19.7,8,1,4.4,8,1
1996/4/27,15.8,8,1,23.3,8,1,8.8,8,1
1996/4/28,14.5,8,1,21.5,8,1,6.4,8,1
1996/4/29,18.0,8,1,26.9,8,1,5.5,8,1
1996/4/30,14.0,8,1,19.2,8,1,9.0,8,1
1996/5/1,10.9,8,1,14.1,8,1,7.9,8,1
1996/5/2,14.3,8,1,18.0,8,1,11.3,8,1
1996/5/3,16.0,8,1,19.0,8,1,12.3,8,1
1996/5/4,17.3,8,1,24.1,8,1,12.7,8,1
1996/5/5,8.5,8,1,12.3,8,1,6.6,8,1
1996/5/6,10.4,8,1,13.9,8,1,7.2,8,1
1996/5/7,10.5,8,1,15.7,8,1,6.4,8,1
1996/5/8,9.5,8,1,12.4,8,1,4.6,8,1
1996/5/9,10.7,8,1,12.8,8,1,9.2,8,1
1996/5/10,12.5,8,1,15.0,8,1,9.0,8,1
1996/5/11,12.6,8,1,17.8,8,1,9.0,8,1
1996/5/12,8.9,8,1,11.1,8,1,7.4,8,1
1996/5/13,8.7,8,1,13.0,8,1,4.8,8,1
1996/5/14,10.7,8,1,18.2,8,1,2.2,8,1
1996/5/15,13.9,8,1,19.8,8,1,5.8,8,1
1996/5/16,13.4,8,1,20.7,8,1,8.2,8,1
1996/5/17,8.8,8,1,14.3,8,1,6.0,8,1
1996/5/18,7.7,8,1,9.1,8,1,5.8,8,1
1996/5/19,11.3,8,1,16.8,8,1,8.0,8,1
1996/5/20,14.7,8,1,19.7,8,1,9.3,8,1
1996/5/21,16.3,8,1,20.6,8,1,12.9,8,1
1996/5/22,16.7,8,1,20.8,8,1,13.1,8,1
1996/5/23,15.7,8,1,18.3,8,1,13.2,8,1
1996/5/24,16.0,8,1,19.8,8,1,13.6,8,1
1996/5/25,17.0,8,1,22.8,8,1,9.1,8,1
1996/5/26,18.1,8,1,26.1,8,1,9.9,8,1
1996/5/27,21.7,8,1,29.7,8,1,12.5,8,1
1996/5/28,21.3,8,1,27.5,8,1,13.8,8,1
1996/5/29,19.8,8,1,26.3,8,1,13.2,8,1
1996/5/30,19.0,8,1,24.8,8,1,14.4,8,1
1996/5/31,22.2,8,1,28.1,8,1,16.4,8,1
1996/6/1,14.5,8,1,17.3,8,1,9.8,8,1
1996/6/2,16.0,8,1,21.5,8,1,7.5,8,1
1996/6/3,22.1,8,1,28.5,8,1,14.3,8,1
1996/6/4,21.2,8,1,26.1,8,1,15.9,8,1
1996/6/5,17.3,8,1,21.2,8,1,13.0,8,1
1996/6/6,15.0,8,1,20.9,8,1,9.3,8,1
1996/6/7,14.8,8,1,21.0,8,1,9.5,8,1
1996/6/8,15.7,8,1,18.5,8,1,13.5,8,1
1996/6/9,16.2,8,1,19.8,8,1,13.7,8,1
1996/6/10,16.4,8,1,19.0,8,1,14.0,8,1
1996/6/11,16.1,8,1,18.1,8,1,14.0,8,1
1996/6/12,18.4,8,1,24.4,8,1,14.8,8,1
1996/6/13,17.5,8,1,23.3,8,1,13.9,8,1
1996/6/14,17.1,8,1,19.9,8,1,15.2,8,1
1996/6/15,19.0,8,1,20.6,8,1,17.3,8,1
1996/6/16,20.6,8,1,24.4,8,1,18.1,8,1
1996/6/17,18.0,8,1,19.1,8,1,17.2,8,1
1996/6/18,18.2,8,1,20.7,8,1,16.9,8,1
1996/6/19,19.4,8,1,21.9,8,1,17.2,8,1
1996/6/20,21.0,8,1,25.2,8,1,17.4,8,1
1996/6/21,18.5,8,1,21.9,8,1,15.7,8,1
1996/6/22,17.3,8,1,20.0,8,1,15.2,8,1
1996/6/23,16.6,8,1,17.7,8,1,15.7,8,1
1996/6/24,17.0,8,1,18.5,8,1,15.6,8,1
1996/6/25,18.3,8,1,19.6,8,1,16.7,8,1
1996/6/26,20.1,8,1,23.8,8,1,16.5,8,1
1996/6/27,17.7,8,1,20.0,8,1,15.9,8,1
1996/6/28,19.5,8,1,23.0,8,1,15.7,8,1
1996/6/29,21.6,8,1,24.6,8,1,17.9,8,1
1996/6/30,21.0,8,1,25.9,8,1,16.4,8,1
1996/7/1,22.1,8,1,28.4,8,1,17.7,8,1
1996/7/2,23.8,8,1,28.6,8,1,19.6,8,1
1996/7/3,20.6,8,1,28.0,8,1,16.7,8,1
1996/7/4,20.5,8,1,26.2,8,1,15.6,8,1
1996/7/5,17.9,8,1,19.6,8,1,17.2,8,1
1996/7/6,20.6,8,1,23.0,8,1,15.4,8,1
1996/7/7,16.7,8,1,18.6,8,1,15.0,8,1
1996/7/8,15.9,8,1,16.5,8,1,15.4,8,1
1996/7/9,17.0,8,1,19.1,8,1,15.7,8,1
1996/7/10,18.4,8,1,20.7,8,1,16.3,8,1
1996/7/11,22.6,8,1,26.7,8,1,18.9,8,1
1996/7/12,22.4,8,1,26.2,8,1,17.7,8,1
1996/7/13,22.0,8,1,28.9,8,1,14.9,8,1
1996/7/14,23.7,8,1,29.3,8,1,18.6,8,1
1996/7/15,23.7,8,1,27.7,8,1,21.8,8,1
1996/7/16,25.0,8,1,29.8,8,1,21.5,8,1
1996/7/17,26.4,8,1,30.1,8,1,22.1,8,1
1996/7/18,26.6,8,1,28.3,8,1,22.8,8,1
1996/7/19,23.2,8,1,30.2,8,1,19.6,8,1
1996/7/20,20.3,8,1,21.3,8,1,19.4,8,1
1996/7/21,20.8,8,1,22.0,8,1,20.2,8,1
1996/7/22,19.8,8,1,21.2,8,1,18.3,8,1
1996/7/23,19.5,8,1,20.5,8,1,18.4,8,1
1996/7/24,22.3,8,1,26.9,8,1,19.4,8,1
1996/7/25,23.7,8,1,28.0,8,1,18.9,8,1
1996/7/26,28.0,8,1,33.6,8,1,22.8,8,1
1996/7/27,27.5,8,1,32.4,8,1,22.5,8,1
1996/7/28,27.1,8,1,31.5,8,1,23.5,8,1
1996/7/29,27.9,8,1,33.7,8,1,23.4,8,1
1996/7/30,26.0,8,1,28.5,8,1,23.3,8,1
1996/7/31,27.9,8,1,33.6,8,1,24.0,8,1
1996/8/1,27.2,8,1,33.5,8,1,22.8,8,1
1996/8/2,20.3,8,1,22.6,8,1,18.1,8,1
1996/8/3,19.9,8,1,22.2,8,1,17.8,8,1
1996/8/4,25.1,8,1,32.5,8,1,17.3,8,1
1996/8/5,22.2,8,1,27.6,8,1,16.1,8,1
1996/8/6,19.9,8,1,24.6,8,1,14.4,8,1
1996/8/7,21.0,8,1,26.4,8,1,17.0,8,1
1996/8/8,20.2,8,1,23.8,8,1,16.2,8,1
1996/8/9,23.0,8,1,27.6,8,1,19.4,8,1
1996/8/10,22.6,8,1,25.9,8,1,20.2,8,1
1996/8/11,22.8,8,1,25.0,8,1,20.5,8,1
1996/8/12,24.1,8,1,27.5,8,1,20.9,8,1
1996/8/13,25.2,8,1,30.1,8,1,22.6,8,1
1996/8/14,25.9,8,1,30.6,8,1,22.9,8,1
1996/8/15,25.7,8,1,29.1,8,1,22.6,8,1
1996/8/16,26.1,8,1,30.1,8,1,20.9,8,1
1996/8/17,23.2,8,1,28.9,8,1,18.2,8,1
1996/8/18,24.6,8,1,32.1,8,1,18.5,8,1
1996/8/19,22.8,8,1,30.2,8,1,17.1,8,1
1996/8/20,21.9,8,1,26.4,8,1,18.0,8,1
1996/8/21,21.1,8,1,23.6,8,1,18.9,8,1
1996/8/22,23.0,8,1,28.6,8,1,18.4,8,1
1996/8/23,25.3,8,1,31.0,8,1,20.3,8,1
1996/8/24,20.4,8,1,22.0,8,1,18.1,8,1
1996/8/25,18.5,8,1,24.7,8,1,14.7,8,1
1996/8/26,18.5,8,1,24.5,8,1,13.7,8,1
1996/8/27,18.3,8,1,20.2,8,1,16.8,8,1
1996/8/28,17.7,8,1,19.2,8,1,16.8,8,1
1996/8/29,18.5,8,1,20.6,8,1,16.7,8,1
1996/8/30,19.8,8,1,21.7,8,1,18.6,8,1
1996/8/31,19.3,8,1,20.9,8,1,18.1,8,1
1996/9/1,22.1,8,1,25.3,8,1,19.0,8,1
1996/9/2,24.0,8,1,29.2,8,1,20.4,8,1
1996/9/3,21.3,8,1,27.1,8,1,15.6,8,1
1996/9/4,19.6,8,1,24.5,8,1,14.0,8,1
1996/9/5,21.4,8,1,26.4,8,1,18.5,8,1
1996/9/6,20.7,8,1,24.3,8,1,17.7,8,1
1996/9/7,17.3,8,1,19.7,8,1,13.1,8,1
1996/9/8,17.5,8,1,24.7,8,1,11.0,8,1
1996/9/9,16.6,8,1,19.6,8,1,14.4,8,1
1996/9/10,18.8,8,1,24.8,8,1,14.3,8,1
1996/9/11,18.0,8,1,25.9,8,1,11.4,8,1
1996/9/12,18.4,8,1,25.9,8,1,12.0,8,1
1996/9/13,17.9,8,1,21.5,8,1,13.5,8,1
1996/9/14,17.7,8,1,18.3,8,1,16.8,8,1
1996/9/15,18.0,8,1,20.5,8,1,14.9,8,1
1996/9/16,18.1,8,1,22.6,8,1,12.8,8,1
1996/9/17,19.8,8,1,24.3,8,1,17.5,8,1
1996/9/18,19.7,8,1,23.8,8,1,16.3,8,1
1996/9/19,19.5,8,1,25.1,8,1,15.7,8,1
1996/9/20,18.7,8,1,21.5,8,1,16.3,8,1
1996/9/21,18.7,8,1,22.5,8,1,16.7,8,1
1996/9/22,17.7,8,1,19.5,8,1,16.5,8,1
1996/9/23,20.6,8,1,25.1,8,1,14.0,8,1
1996/9/24,17.6,8,1,25.2,8,1,11.2,8,1
1996/9/25,17.3,8,1,23.9,8,1,11.5,8,1
1996/9/26,18.6,8,1,23.3,8,1,14.4,8,1
1996/9/27,15.8,8,1,21.2,8,1,9.7,8,1
1996/9/28,15.0,8,1,22.6,8,1,8.1,8,1
1996/9/29,15.2,8,1,22.1,8,1,9.6,8,1
1996/9/30,15.2,8,1,18.6,8,1,11.9,8,1
1996/10/1,16.0,8,1,18.3,8,1,14.6,8,1
1996/10/2,17.3,8,1,21.2,8,1,14.5,8,1
1996/10/3,16.7,8,1,21.0,8,1,13.3,8,1
1996/10/4,18.3,8,1,24.3,8,1,13.7,8,1
1996/10/5,16.5,8,1,20.9,8,1,11.9,8,1
1996/10/6,18.0,8,1,23.1,8,1,15.6,8,1
1996/10/7,18.6,8,1,23.3,8,1,15.4,8,1
1996/10/8,12.9,8,1,14.9,8,1,12.2,8,1
1996/10/9,14.1,8,1,19.2,8,1,8.9,8,1
1996/10/10,12.8,8,1,20.3,8,1,6.5,8,1
1996/10/11,13.0,8,1,18.1,8,1,6.9,8,1
1996/10/12,14.9,8,1,17.8,8,1,12.6,8,1
1996/10/13,16.4,8,1,21.4,8,1,13.1,8,1
1996/10/14,14.5,8,1,17.2,8,1,12.0,8,1
1996/10/15,14.8,8,1,22.5,8,1,10.2,8,1
1996/10/16,12.2,8,1,16.6,8,1,8.4,8,1
1996/10/17,13.0,8,1,17.7,8,1,9.1,8,1
1996/10/18,12.2,8,1,16.9,8,1,8.5,8,1
1996/10/19,13.7,8,1,19.5,8,1,10.2,8,1
1996/10/20,10.4,8,1,15.6,8,1,5.7,8,1
1996/10/21,9.7,8,1,14.8,8,1,4.3,8,1
1996/10/22,9.9,8,1,17.4,8,1,3.9,8,1
1996/10/23,10.7,8,1,15.7,8,1,4.8,8,1
1996/10/24,12.7,8,1,20.4,8,1,6.2,8,1
1996/10/25,15.5,8,1,24.0,8,1,8.4,8,1
1996/10/26,13.5,8,1,17.7,8,1,7.5,8,1
1996/10/27,8.2,8,1,12.5,8,1,4.4,8,1
1996/10/28,10.4,8,1,18.4,8,1,2.2,8,1
1996/10/29,14.0,8,1,22.4,8,1,10.0,8,1
1996/10/30,15.5,8,1,23.2,8,1,9.7,8,1
1996/10/31,12.4,8,1,16.0,8,1,10.2,8,1
1996/11/1,11.1,8,1,11.5,8,1,10.8,8,1
1996/11/2,11.6,8,1,13.1,8,1,10.5,8,1
1996/11/3,10.0,8,1,14.5,8,1,6.6,8,1
1996/11/4,9.1,8,1,15.7,8,1,3.4,8,1
1996/11/5,12.3,8,1,16.0,8,1,6.0,8,1
1996/11/6,12.2,8,1,17.9,8,1,6.7,8,1
1996/11/7,7.7,8,1,13.2,8,1,1.4,8,1
1996/11/8,9.3,8,1,11.0,8,1,7.9,8,1
1996/11/9,12.8,8,1,16.8,8,1,9.0,8,1
1996/11/10,15.4,8,1,19.2,8,1,7.1,8,1
1996/11/11,10.9,8,1,15.5,8,1,4.9,8,1
1996/11/12,11.1,8,1,16.1,8,1,6.1,8,1
1996/11/13,4.4,8,1,7.1,8,1,0.5,8,1
1996/11/14,6.5,8,1,12.0,8,1,-0.4,8,1
1996/11/15,5.8,8,1,7.8,8,1,2.5,8,1
1996/11/16,4.5,8,1,7.1,8,1,1.2,8,1
1996/11/17,5.8,8,1,10.9,8,1,0.9,8,1
1996/11/18,9.6,8,1,12.9,8,1,6.6,8,1
1996/11/19,6.3,8,1,10.2,8,1,-0.9,8,1
1996/11/20,4.4,8,1,10.9,8,1,-2.6,8,1
1996/11/21,9.6,8,1,14.4,8,1,5.7,8,1
1996/11/22,7.9,8,1,10.0,8,1,6.1,8,1
1996/11/23,6.3,8,1,10.4,8,1,1.8,8,1
1996/11/24,6.0,8,1,12.7,8,1,1.9,8,1
1996/11/25,7.8,8,1,14.6,8,1,0.7,8,1
1996/11/26,4.4,8,1,10.7,8,1,-1.5,8,1
1996/11/27,6.9,8,1,11.2,8,1,2.8,8,1
1996/11/28,8.3,8,1,11.6,8,1,3.0,8,1
1996/11/29,6.2,8,1,11.4,8,1,0.9,8,1
1996/11/30,1.9,8,1,5.4,8,1,-2.0,8,1
1996/12/1,0.7,8,1,4.4,8,1,-2.2,8,1
1996/12/2,3.1,8,1,5.8,8,1,1.2,8,1
1996/12/3,3.1,8,1,8.3,8,1,-1.1,8,1
1996/12/4,5.3,8,1,10.7,8,1,-0.5,8,1
1996/12/5,10.7,8,1,13.6,8,1,5.6,8,1
1996/12/6,5.1,8,1,11.6,8,1,-0.9,8,1
1996/12/7,0.8,8,1,5.8,8,1,-3.0,8,1
1996/12/8,2.9,8,1,7.4,8,1,-2.5,8,1
1996/12/9,6.2,8,1,9.4,8,1,4.3,8,1
1996/12/10,5.1,8,1,11.0,8,1,0.6,8,1
1996/12/11,7.9,8,1,12.2,8,1,3.2,8,1
1996/12/12,7.9,8,1,10.6,8,1,4.8,8,1
1996/12/13,4.4,8,1,9.1,8,1,0.5,8,1
1996/12/14,7.4,8,1,13.7,8,1,2.2,8,1
1996/12/15,3.8,8,1,10.6,8,1,-1.4,8,1
1996/12/16,4.5,8,1,12.3,8,1,-1.2,8,1
1996/12/17,8.2,8,1,15.6,8,1,-0.4,8,1
1996/12/18,7.6,8,1,11.6,8,1,2.4,8,1
1996/12/19,2.0,8,1,6.1,8,1,-1.0,8,1
1996/12/20,1.5,8,1,3.6,8,1,-2.0,8,1
1996/12/21,3.2,8,1,6.7,8,1,-0.1,8,1
1996/12/22,3.5,8,1,10.7,8,1,-2.4,8,1
1996/12/23,4.1,8,1,6.6,8,1,0.7,8,1
1996/12/24,4.2,8,1,9.3,8,1,-1.1,8,1
1996/12/25,6.2,8,1,9.6,8,1,2.3,8,1
1996/12/26,2.8,8,1,5.3,8,1,1.0,8,1
1996/12/27,1.1,8,1,6.7,8,1,-2.7,8,1
1996/12/28,2.2,8,1,7.3,8,1,-3.1,8,1
1996/12/29,4.2,8,1,7.1,8,1,0.8,8,1
1996/12/30,6.7,8,1,11.5,8,1,0.6,8,1
1996/12/31,3.1,8,1,10.8,8,1,-3.2,8,1
1997/1/1,6.7,8,1,14.6,8,1,1.8,8,1
1997/1/2,5.9,8,1,9.7,8,1,1.1,8,1
1997/1/3,0.7,8,1,2.0,8,1,-0.4,8,1
1997/1/4,1.7,8,1,4.2,8,1,-0.6,8,1
1997/1/5,2.1,8,1,6.2,8,1,-0.4,8,1
1997/1/6,1.7,8,1,3.7,8,1,0.0,8,1
1997/1/7,1.1,8,1,2.8,8,1,-1.4,8,1
1997/1/8,-0.9,8,1,2.4,8,1,-3.5,8,1
1997/1/9,0.5,8,1,4.9,8,1,-3.1,8,1
1997/1/10,1.2,8,1,5.2,8,1,-3.3,8,1
1997/1/11,2.4,8,1,5.6,8,1,-0.1,8,1
1997/1/12,0.9,8,1,6.4,8,1,-2.6,8,1
1997/1/13,0.3,8,1,7.5,8,1,-4.1,8,1
1997/1/14,2.6,8,1,9.4,8,1,-3.7,8,1
1997/1/15,2.3,8,1,4.5,8,1,0.9,8,1
1997/1/16,2.7,8,1,6.2,8,1,0.7,8,1
1997/1/17,2.5,8,1,8.6,8,1,-3.0,8,1
1997/1/18,2.9,8,1,7.4,8,1,-1.1,8,1
1997/1/19,2.2,8,1,4.3,8,1,0.0,8,1
1997/1/20,1.8,8,1,6.9,8,1,-3.2,8,1
1997/1/21,-1.0,8,1,1.2,8,1,-5.4,8,1
1997/1/22,-2.5,8,1,1.2,8,1,-6.2,8,1
1997/1/23,2.9,8,1,5.0,8,1,0.4,8,1
1997/1/24,2.8,8,1,6.4,8,1,0.4,8,1
1997/1/25,-0.9,8,1,0.9,8,1,-2.1,8,1
1997/1/26,1.2,8,1,3.7,8,1,-0.6,8,1
1997/1/27,2.9,8,1,6.3,8,1,0.4,8,1
1997/1/28,2.6,8,1,6.7,8,1,-3.4,8,1
1997/1/29,2.2,8,1,4.7,8,1,-1.2,8,1
1997/1/30,0.3,8,1,3.0,8,1,-1.3,8,1
1997/1/31,0.9,8,1,6.2,8,1,-4.1,8,1
1997/2/1,1.0,8,1,5.5,8,1,-3.6,8,1
1997/2/2,0.4,8,1,6.2,8,1,-3.8,8,1
1997/2/3,0.6,8,1,4.6,8,1,-1.9,8,1
1997/2/4,2.2,8,1,4.9,8,1,0.1,8,1
1997/2/5,1.7,8,1,4.8,8,1,-2.8,8,1
1997/2/6,1.3,8,1,6.1,8,1,-3.0,8,1
1997/2/7,1.4,8,1,5.3,8,1,-1.8,8,1
1997/2/8,1.3,8,1,7.9,8,1,-4.0,8,1
1997/2/9,3.0,8,1,7.8,8,1,-2.2,8,1
1997/2/10,3.7,8,1,8.0,8,1,-0.5,8,1
1997/2/11,-0.2,8,1,1.0,8,1,-2.3,8,1
1997/2/12,1.7,8,1,4.6,8,1,-1.7,8,1
1997/2/13,-0.3,8,1,1.8,8,1,-2.9,8,1
1997/2/14,0.2,8,1,2.9,8,1,-2.7,8,1
1997/2/15,2.7,8,1,9.1,8,1,-3.8,8,1
1997/2/16,4.3,8,1,9.8,8,1,1.3,8,1
1997/2/17,3.0,8,1,5.1,8,1,0.8,8,1
1997/2/18,0.6,8,1,3.2,8,1,-1.6,8,1
1997/2/19,0.6,8,1,2.7,8,1,-1.4,8,1
1997/2/20,4.6,8,1,7.7,8,1,2.3,8,1
1997/2/21,0.1,8,1,4.5,8,1,-4.9,8,1
1997/2/22,-1.6,8,1,0.4,8,1,-3.8,8,1
1997/2/23,1.3,8,1,4.3,8,1,-2.4,8,1
1997/2/24,3.4,8,1,9.7,8,1,-2.6,8,1
1997/2/25,5.8,8,1,14.0,8,1,-2.1,8,1
1997/2/26,6.2,8,1,9.4,8,1,1.9,8,1
1997/2/27,2.5,8,1,7.5,8,1,-2.9,8,1
1997/2/28,3.4,8,1,11.5,8,1,-4.6,8,1
1997/3/1,7.9,8,1,13.3,8,1,1.4,8,1
1997/3/2,2.7,8,1,7.9,8,1,-0.8,8,1
1997/3/3,0.3,8,1,3.3,8,1,-3.5,8,1
1997/3/4,1.9,8,1,8.4,8,1,-5.3,8,1
